id,country,htap_region,climatic_zone,lon,lat,alt,relative_alt,type,type_of_area,water_25km,evergreen_needleleaf_forest_25km,evergreen_broadleaf_forest_25km,deciduous_needleleaf_forest_25km,deciduous_broadleaf_forest_25km,mixed_forest_25km,closed_shrublands_25km,open_shrublands_25km,woody_savannas_25km,savannas_25km,grasslands_25km,permanent_wetlands_25km,croplands_25km,urban_and_built-up_25km,cropland-natural_vegetation_mosaic_25km,snow_and_ice_25km,barren_or_sparsely_vegetated_25km,wheat_production,rice_production,nox_emissions,no2_column,population_density,max_population_density_5km,max_population_density_25km,nightlight_1km,nightlight_5km,max_nightlight_25km,o3_average_values,o3_daytime_avg,o3_nighttime_avg,o3_median,o3_perc25,o3_perc75,o3_perc90,o3_perc98,o3_dma8eu,o3_avgdma8epax,o3_drmdmax1h,o3_w90,o3_aot40,o3_nvgt070,o3_nvgt100,dataset
3410,Germany,EUR,cool_moist,10.963528,49.605914,284,23,background,suburban,0,3,0,0,0,32.4,0,0,0,0,0,0,17.1,18.7,28.4,0,0,4.12,0,11.4979,4.55,15885,18211,36792,56,45.13,63,20.7422,27.8123,13.5903,18.5065,6.0557,31.2744,43.9192,61.4712,58.9718,32.7954,53.9543,157.5469,12795.4839,5.8,0.2,train
3411,Germany,EUR,cool_moist,11.063067,47.476392,735,39,background,rural,2.9,36,0,0,0,39.3,0,0,0,0,9.8,0,0,1.9,7.2,0,0,0,0,0.786232,1.25,1256,1257,2051,29,21.09,50,25.8007,31.393,-999,24.1234,14.1086,35.6306,46.4594,61.4299,57.4664,35.7604,52.0422,146.1436,13398.3709,4.5,0,test
3412,Germany,EUR,cool_moist,11.904312,50.316103,518,34,background,suburban,0,9.1,0,0,0,27.1,0,0,0,0,0,0,11,5.1,46.9,0,0,0.626,0,3.71384,2.95,10735,10735,11323,58,35.86,59,23.5773,28.9476,18.1414,23.1262,12.2664,32.9038,43.2978,57.1627,54.7654,33.1727,50.0657,86.581,10154.3784,1.4,0,val
3413,Germany,EUR,cool_moist,11.442591,50.103135,303,30,background,urban,0,4.9,0,0,0,36.6,0,0,0,0,0,0,7.3,3.5,47.1,0,0,1.807,0,2.2399,3.36,1596,1598,15344,41,23.01,58,19.3225,25.876,13.9385,18.1668,6.6001,29.6254,41.3071,57.4081,54.6269,30.5221,50.1868,119.6719,9009.2747,2,0,val
3414,Germany,EUR,cool_moist,12.781387,48.182835,415,32,background,rural,0,3.7,0,0,0,20.1,0,0,0,0,0,0,24.4,5.3,45.6,0,0,1.601,0,1.37329,2.99,2786,2786,2790,24,31.43,60,22.4675,28.7496,16.1307,21.3082,9.0321,32.6703,44.2413,59.7789,57.4165,33.5188,53.8364,125.7003,12159.0125,4.6,0,train
3415,Germany,EUR,cool_moist,11.721605,50.323245,534,14,background,rural,0,10.6,0,0,0,35.7,0,0,0,0,0,0,9.8,3.4,39.7,0,0,0.287,0,3.14596,2.95,1580,1581,10735,23,16.96,59,23.8152,29.9034,17.6519,23.2227,12.6896,32.8822,43.4843,57.1749,54.8749,33.8748,49.7894,86.9819,10205.0777,1,0,val
3416,Germany,EUR,cool_moist,11.777818,48.853211,359,20,background,rural,0,3.3,0,0,0,29.4,0,0,0,0,0,0,36.2,3.9,26.9,0,0,4.793,0,7.67338,3.8,1574,1575,11754,9,11.57,61,22.9635,29.4771,16.3857,21.1117,10.0927,32.9648,45.0161,61.1541,58.6763,34.1112,54.5525,142.4735,13364.81,6,0,train
3417,Germany,EUR,cool_moist,10.306561,47.72514,678,34,background,suburban,0,1.4,0,0,0,30.1,0,0,0,0,13.4,0,8.6,2.2,43.8,0,0,0.763,0,3.30465,2.3,13612,13612,13612,57,38.05,58,23.2689,28.7897,17.8093,22.8187,9.3516,33.8653,44.742,59.235,56.4928,33.8187,52.5517,113.995,11774.7982,2.2,0,test
3418,Germany,EUR,cool_moist,13.128932,48.9724,545,25,background,suburban,0,14.7,0,0,0,53.3,0,0,0,0,0,0,4,1.7,25.8,0,0,0.539,0,0.689453,2.23,1168,1169,1954,30,15.44,54,19.7785,27.087,12.3779,16.7898,5.5794,30.4335,43.3015,57.2181,55.2821,31.9269,51.0136,85.3631,10489.1466,0.8,0,train
3419,Germany,EUR,cool_moist,10.903051,48.326013,495,16,background,suburban,0,0,0,0,0,25.6,0,0,0,0,0,0,35.4,7.1,31.6,0,0,6.056,0,6.17153,4.1,23922,24372,24372,58,47.39,62,21.8254,28.2118,15.3813,20.7513,7.6201,32.4554,43.7905,59.7624,57.4713,32.8535,52.3904,106.2645,11609.7462,3.4,0,val
3420,Germany,EUR,cool_moist,12.101855,49.019013,335,9,traffic,urban,0,2.4,0,0,0,35.2,0,0,0,0,0,0,30.7,7,24.4,0,0,4.86,0,4.67018,3.7,21644,21644,21644,62,52.97,62,13.5825,17.9648,10.7436,11.6638,3.6891,21.9894,31.5588,46.2142,43.4442,22.0057,41.6303,33.558,2518.5985,0,0,train
3421,Germany,EUR,cool_dry,10.232076,50.048397,231,22,background,urban,0,0,0,0,0,20.7,0,0,0,0,0,0,55.2,5.5,18.1,0,0,4.028,0,3.32169,3.86,13082,16225,16225,60,43.6,60,19.1268,23.9816,14.1907,16.9294,6.4449,28.4895,39.8538,55.2008,52.4602,28.4082,47.8073,83.649,7351.0644,1.2,0,train
3422,Germany,EUR,cool_moist,12.548869,49.438464,755,193,background,rural,0,8.5,0,0,0,47.3,0,0,0,0,0,0,13.6,1.1,29,0,0,1.666,0,0.539903,2.73,1218,1378,4232,6,4.22,47,30.224,31.6802,28.7053,28.886,20.5615,39.103,49.0858,61.2721,58.1584,35.5803,51.743,99.6484,11526.2222,1.8,0,train
3423,Germany,EUR,cool_moist,12.18865,50.058195,480,37,background,suburban,0,19.4,0,0,0,30.7,0,0,0,0,0,0,12.1,3.1,34,0,0,1.174,0,1.41084,2.87,1750,1750,4861,17,10.54,56,20.7994,27.1353,14.3736,19.4065,8.4839,30.364,41.0133,54.2591,52.4134,31.6321,48.8568,78.561,7787.5285,0.8,0,train
3424,Germany,EUR,cool_moist,11.564924,48.137252,521,17,traffic,urban,0,2.6,0,0,0,29.8,0,0,0,0,0,0,22.2,29.2,15.8,0,0,0.154,0,44.1478,4.82,55411,55411,55456,63,62.34,63,14.3214,17.4407,11.1854,11.7962,4.1103,21.4711,31.2181,45.2493,42.9036,21.4295,39.8166,37.778,2333.8376,0,0,val
3425,Germany,EUR,cool_moist,11.554669,48.154534,521,17,background,urban,0,2.6,0,0,0,29.8,0,0,0,0,0,0,22.2,29.2,15.8,0,0,0.154,0,44.1478,4.82,55411,55411,55456,63,62.64,63,20.7228,25.3922,16.0374,19.0647,6.9763,30.6511,42.563,59.4924,57.1273,30.2541,52.1876,132.4154,10630.648,4.6,0,val
3426,Germany,EUR,cool_moist,12.159361,49.67895,400,7,background,urban,0,17,0,0,0,40.6,0,0,0,0,0,0,9.8,3.3,28.8,0,0,2.018,0,2.41809,3.06,8118,8118,8118,54,31.04,55,19.0096,24.6272,13.3192,16.6642,6.346,28.6323,40.1571,54.1851,51.749,29.0083,47.8984,72.8241,7237.3226,1,0,train
3427,Germany,EUR,cool_dry,9.95642,49.804695,226,28,background,suburban,0,0,0,0,0,11.6,0,0,0,0,0,0,67.1,8.5,12.5,0,0,2.968,0,8.86853,4.11,20987,20987,20987,58,47.87,60,19.6385,25.1792,13.9766,17.8283,6.4067,29.3445,40.5119,56.748,54.3129,29.8069,49.5044,102.0224,8554.7838,2.6,0,train
3428,Germany,EUR,cool_moist,11.648036,48.173194,513,18,background,suburban,0,1.6,0,0,0,24.6,0,0,0,0,0,0,30.1,28.5,15,0,0,0.525,0,11.2167,4.74,55411,55411,55456,60,57.74,63,21.8216,27.7546,15.8178,20.7899,7.5689,32.4386,43.7519,59.5993,57.8512,32.793,52.97,128.4724,11477.2727,3.8,0,val
3429,Germany,EUR,cool_moist,11.220172,47.968753,700,150,background,rural,3.8,2.7,0,0,0,39.7,0,0,0,0,0,0,12.8,10.7,29.3,0,0,0.133,0,1.08878,3.03,3930,3930,44546,9,10.6,59,28.6663,33.5222,23.7643,28.9739,17.7411,38.2857,48.1041,62.6713,60.5315,37.8587,55.8872,164.9421,16118.4949,6.4,0,val
3432,Germany,EUR,cool_dry,12.809481,52.93189,43,3,background,suburban,0,12.1,0,0,0,27.2,0,0,0,0,0,0,38.4,0,20.6,0,0,2.179,0,1.13908,3.43,527,527,1600,44,20.97,44,25.1825,29.7116,20.648,24.3843,14.9274,33.9901,43.5274,57.4574,54.8182,33.6838,50.536,132.1135,9985.6867,4.8,0.2,val
3433,Germany,EUR,cool_dry,14.057064,51.897598,52,5,background,rural,0,26.8,0,0,0,18.3,0,0,0,0,1.3,0,18.9,3.9,30,0,0,0.964,0,1.73316,3.52,1051,1261,7353,0,3.89,60,26.4202,32.1636,20.5568,25.3683,15.9467,35.569,45.4863,59.1321,56.7587,36.2712,53.1938,135.7395,12656.2962,4.6,0,train
3434,Germany,EUR,cool_moist,8.810043,53.088084,10,9,background,urban,0,0,0,0,0,7.7,0,0,0,0,1.3,0,20.2,14.1,55.9,0,0,1.361,0,8.85502,4.56,20428,20428,20428,63,60.98,63,23.2081,27.3861,19.0359,22.3999,12.2498,32.0618,41.7392,57.7135,53.4354,31.9537,50.2876,145.62,9182.9788,4.8,0.4,test
3435,Germany,EUR,cool_moist,8.625456,53.180946,20,23,background,urban,0,0,0,0,0,10.8,0,0,0,0,4.4,0,10.7,12.4,60.1,0,0,0.274,0,82.1462,4.74,11514,14382,20428,54,38.65,63,22.6506,26.3115,19.0053,22.2556,12.3117,31.3821,40.1695,54.6793,51.18,30.7386,47.7933,138.4224,6861.8988,3,0.2,test
3436,Germany,EUR,cool_moist,9.786234,53.568124,75,50,background,suburban,1,3.5,0,0,0,12.5,0,0,0,0,1,0,7.8,27.5,46,0,0,1.401,0,2.52839,4.86,24425,29134,29191,50,45.97,63,23.1964,26.5786,19.5044,22.5558,13.3088,31.751,40.5886,54.1315,50.8563,30.9585,47.5473,103.7391,6467.8946,1.8,0.2,test
3437,Germany,EUR,cool_moist,10.110595,53.63074,31,12,background,suburban,0,1.4,0,0,0,17,0,0,0,0,0,0,13.9,28.2,38,0,0,0.453,0,9.08221,4.81,29105,29134,29220,61,60.36,63,22.5074,26.5379,17.9451,22.2288,11.6576,31.91,40.2768,53.7479,50.3109,31.1061,47.2478,106.7967,6406.2857,2.4,0.4,test
3438,Germany,EUR,cool_moist,9.857223,53.480927,3,0,background,suburban,0,3.4,0,0,0,19.8,0,0,0,0,0,0,9.3,27.6,37.7,0,0,1.091,0,6.76951,4.77,29191,29191,29220,49,40.03,63,23.9288,28.103,19.2457,23.6018,13.7398,32.9484,41.5801,55.8448,52.8613,32.6716,49.0566,128.0303,7911.1759,2.6,0.4,test
3439,Germany,EUR,cool_moist,10.083646,53.487669,2,0,background,suburban,0,2.6,0,0,0,23.4,0,0,0,0,0,0,13,28.1,31.3,0,0,1.639,0,8.32937,4.85,28440,29191,29220,37,43.2,63,22.0613,25.973,17.565,21.7276,12.093,30.5944,39.0619,52.2651,49.563,30.3964,45.8192,82.7724,5635.318,1,0.2,test
3440,Germany,EUR,cool_moist,9.80026,50.970024,204,14,background,urban,0,0,0,0,0,57.4,0,0,0,0,0,0,17.8,2.4,21.4,0,0,5.739,0,1.83911,3.46,1497,1499,2174,26,13.04,52,20.8821,27.4772,14.194,18.9619,7.6048,31.113,42.2528,57.6451,55.0269,32.5585,50.5535,130.2748,9925.4948,3.6,0,train
3441,Germany,EUR,cool_moist,8.916966,53.060045,7,6,background,urban,0,0,0,0,0,7.2,0,0,0,0,0,0,30.2,13,48.1,0,0,1.566,0,8.37649,4.58,20428,20428,20428,60,52.99,63,20.4913,24.7033,16.2769,19.2767,9.686,29.0002,38.5007,53.4776,50.2423,29.2308,46.2135,119.347,6291.3124,2.8,0.6,test
3442,Germany,EUR,cool_moist,9.998009,53.638291,13,1,background,urban,0,2.5,0,0,0,15.1,0,0,0,0,1.2,0,7.9,30.3,41.7,0,0,0.424,0,64.7354,4.93,20494,29105,29191,63,61.49,63,22.265,26.1725,17.8407,21.9083,11.2651,31.7308,40.183,53.4293,50.1072,30.7186,47.2537,88.8745,6252.6512,2,0.4,test
3443,Germany,EUR,cool_dry,8.664619,49.872303,158,53,background,urban,0,0,0,0,0,34.4,0,0,0,0,0,0,22.2,29.5,12.5,0,0,0,0,5.86841,6.59,15524,15524,32775,59,47.72,63,20.422,25.6659,15.1255,18.7183,6.9884,30.0406,41.6029,59.688,57.0837,30.6591,52.7122,164.8262,10649.6788,4.6,0.6,train
3444,Germany,EUR,cool_dry,8.542052,50.101871,104,8,background,urban,0,0,0,0,0,32.4,0,0,0,0,0,0,18.2,43.8,3.5,0,0,2.965,0,17.4284,7.07,30594,33867,35890,62,60.78,63,16.4143,21.1476,11.5682,13.6875,3.2927,25.5593,36.2553,52.4824,49.381,25.8212,47.8093,118.4719,5778.1008,2.8,0.2,train
3445,Germany,EUR,cool_moist,8.746343,50.125332,100,3,background,urban,0,0,0,0,0,35.2,0,0,0,0,0,0,21.3,37,5.1,0,0,2.404,0,16.3345,6.67,34613,35890,35890,63,59.16,63,18.5299,23.3696,13.5904,15.739,4.1159,28.5453,40.9711,58.31,55.2819,28.3512,51.6827,170.9589,9262.5251,5.4,0.4,train
3446,Germany,EUR,cool_moist,9.682162,50.549297,272,18,background,urban,0,0,0,0,0,44.3,0,0,0,0,0,0,19.2,2.4,32.8,0,0,3.985,0,7.30829,3.27,2185,2187,4010,58,37.95,59,20.409,26.8446,13.8638,18.6713,5.8434,30.9055,42.6557,59.3328,56.7891,31.9526,51.8667,137.8226,10900.841,4.4,0,train
3447,Germany,EUR,cool_moist,8.817251,49.653465,484,221,background,rural,0,0,0,0,0,58.8,0,0,0,0,0,0,12.6,11,16.7,0,0,2.17,0,1.35573,4.9,5123,5128,17489,14,13.78,56,30.7509,32.1912,29.219,29.6074,20.8063,39.3591,50.5208,66.0873,62.5748,36.6532,55.247,207.5798,14078.9792,8.8,0.6,val
3448,Germany,EUR,cool_moist,9.464638,50.759456,373,134,background,rural,0,0,0,0,0,49.7,0,0,0,0,0,0,26.1,2.6,20.6,0,0,0.728,0,1.00432,3.59,1077,1392,2185,7,5.36,52,25.4636,-999,-999,-999,-999,-999,-999,-999,-999,-999,44.4613,-999,-999,-999,-999,train
3449,Germany,EUR,cool_dry,14.285139,53.064262,5,3,industrial,suburban,0,2.8,0,0,0,29.4,0,0,0,0,0,0,46.3,1.9,18.4,0,0,1.225,0,1.0152,3.09,534,539,1753,47,28.86,58,25.5454,30.0544,20.9857,24.7141,15.9941,33.9509,42.8964,56.0508,53.0182,33.9044,49.9755,100.1245,9188.5669,2,0,test
3450,Germany,EUR,cool_dry,14.638166,52.146264,40,18,industrial,suburban,0,38.8,0,0,0,27.8,0,0,0,0,0,0,12.7,3.7,16.2,0,0,1.793,0,1.35805,3.08,1126,1127,7388,43,25.97,56,25.398,30.3737,20.3423,24.4044,14.8452,34.3984,44.5462,58.7214,56.4211,34.5466,51.8561,118.8973,11507.5002,3.4,0.4,train
3451,Germany,EUR,cool_dry,14.015252,52.563835,88,51,background,rural,0,9,0,0,0,32.6,0,0,0,0,0,0,40.2,6.3,11.6,0,0,0.987,0,0.824233,3.32,1272,1273,33819,6,6.13,59,26.7428,31.4458,21.9367,25.8151,17.0066,35.218,44.2333,57.6485,55.1001,35.2178,51.1829,107.9392,10741.3675,3.4,0.2,val
3452,Germany,EUR,cool_dry,12.552303,52.420442,33,10,background,suburban,0,14.4,0,0,0,22.1,0,0,0,0,0,0,30.4,3.8,28.5,0,0,0.628,0,4.15766,3.69,3964,3964,3968,56,34.79,57,25.2976,29.5795,20.8953,24.6287,15.1185,34.3109,43.5151,57.9652,55.6023,33.7618,50.8463,113.064,10131.218,3,0,train
3453,Germany,EUR,cool_dry,11.73846,52.99875,22,6,background,suburban,0,8.4,0,0,0,18.6,0,0,0,0,0,0,39,1,32.3,0,0,7.091,0,0.606048,2.86,999,1251,1256,41,18.25,46,27.6639,31.7004,23.5857,26.9735,17.9695,36.2875,45.1528,59.253,55.8349,35.5842,51.6789,134.0472,11651.4731,6,0,train
3454,Germany,EUR,cool_dry,14.33455,51.746344,75,13,background,urban,0,28.2,0,0,0,19.7,0,0,0,0,5.8,0,15.1,5.4,24.6,0,0,1.556,0,2.3974,4.27,5225,7353,7353,58,38.93,60,26.1666,31.1324,21.1127,24.9828,15.4675,35.3081,46.1069,60.3888,58.2091,35.3089,53.3803,146.4227,13251.2842,5.6,0,train
3455,Germany,EUR,cool_dry,12.885194,52.608609,31,3,background,suburban,0,5.9,0,0,0,20.9,0,0,0,0,0,0,40.7,5.5,26.5,0,0,2.76,0,1.82599,3.89,1319,1320,47325,38,17.62,62,25.3455,30.4199,20.1878,24.6512,14.9496,34.3851,43.8752,58.3531,55.7735,34.6076,51.9889,139.4515,11170.5211,5.6,0,val
3456,Germany,EUR,cool_dry,13.619784,52.294633,35,17,background,suburban,0,32.7,0,0,0,23.9,0,0,0,0,0,0,14.1,13.5,14.5,0,0,1.143,0,1.60052,3.98,1007,1008,47369,49,35.56,63,23.7378,29.7082,17.6179,22.6291,11.838,33.569,44.1915,59.0841,56.362,34.2587,52.0041,148.92,11472.7153,6,0,val
3457,Germany,EUR,cool_dry,14.3764,51.5645,99,4,background,suburban,0,33,0,0,0,25.7,0,0,0,0,6.4,0,12.4,7,13.2,0,0,1.115,0,0.958284,4.03,1121,1121,7353,38,25.11,60,25.046,30.9911,19.0125,23.839,13.762,34.6109,45.4634,59.5075,56.6733,35.277,52.8551,120.4555,12561.42,4.4,0,train
3458,Germany,EUR,cool_moist,8.569405,53.562455,3,2,background,urban,16.9,1,0,0,0,9,0,0,0,0,16.1,0,9.2,3.4,42.9,0,0,0.192,0,5.01639,4.04,18202,19075,19691,62,53.72,63,22.3027,24.9654,19.6291,21.7468,13.2728,29.8734,38.1356,52.0649,48.7731,29.2739,46.0535,108.6109,5254.9246,2.2,0.2,test
3459,Germany,EUR,cool_moist,8.928171,51.430897,343,32,background,rural,0,0,0,0,0,36.7,0,0,0,0,0,0,35.4,3.6,23,0,0,1.173,0,1.31249,3.75,1381,1840,3294,6,6.64,48,28.6634,31.9215,25.3077,28.1392,19.4715,36.575,45.9579,60.9324,58.5324,36.0868,51.3231,148.945,11776.7142,5.2,0.2,train
3460,Germany,EUR,cool_moist,9.967882,53.56414,15,12,background,urban,0,3,0,0,0,20.5,0,0,0,0,0,0,10,30.5,33.8,0,0,0.028,0,45.5223,5.07,29134,29163,29220,63,62.94,63,20.3502,23.4135,16.8564,19.412,9.0292,29.7936,38.3765,50.862,48.3377,28.0074,45.2935,77.8591,4674.7104,1.4,0.4,test
3461,Germany,EUR,cool_dry,13.123698,52.484168,39,7,background,suburban,0,8.6,0,0,0,25.1,0,0,0,0,0,0,20.2,27.8,17.5,0,0,0,0,6.75908,4.96,7402,38114,47369,38,30.09,63,23.9046,29.43,18.1772,22.843,12.3348,33.4663,43.7571,59.5318,56.5516,33.9223,52.2353,142.8888,11327.9085,5.4,0,val
3462,Germany,EUR,cool_dry,12.561389,52.194225,111,77,background,rural,0,23.5,0,0,0,27.8,0,0,0,0,0,0,23,1.6,23.2,0,0,0.48,0,1.0323,3.41,1238,1239,3968,0,5.95,57,25.0341,30.6437,19.3794,24.1753,14.4207,33.9445,43.9449,60.2263,57.283,34.8664,52.3021,144.1907,11684.4546,6.4,0.2,train
3463,Germany,EUR,cool_dry,14.531918,52.339953,58,48,background,suburban,0,20.1,0,0,0,26.4,0,0,0,0,0,0,35.4,3.8,13.8,0,0,1.432,0,4.90906,3.12,4862,4862,4862,53,35.04,56,25.5228,30.5865,21.0682,25.0413,15.3831,35.0799,44.8829,58.7487,56.3077,34.7877,49.9517,125.3461,11529.9051,4,0,train
3464,Germany,EUR,cool_dry,8.918083,50.134839,106,3,background,urban,0,0,0,0,0,31.9,0,0,0,0,0,0,25.5,29.8,12,0,0,2.598,0,57.2545,6.08,4707,12918,35890,58,48.31,63,18.5011,23.565,13.3128,16.1526,4.7206,28.2758,39.778,57.0936,54.1659,28.5397,50.2301,159.9571,8792.9602,5.4,0.2,train
3465,Germany,EUR,cool_moist,9.483397,51.314248,181,43,background,urban,0,0,0,0,0,44.9,0,0,0,0,0,0,31.9,8.9,13.3,0,0,1.804,0,15.9676,4.11,23336,23336,23336,60,56.36,61,21.7863,26.7993,16.6733,20.7998,8.6529,31.7096,42.0643,59.2501,56.7294,31.8521,51.4697,158.061,10170.8918,4.8,0.2,train
3466,Germany,EUR,cool_moist,9.031754,51.154843,483,247,background,rural,0,0,0,0,0,47.6,0,0,0,0,0,0,32.6,3.5,15,0,0,0.767,0,1.1368,3.4,1208,1209,2591,6,6.8,48,29.1106,31.5138,26.6596,28.4705,20.7905,36.2807,45.5512,60.1029,56.0275,35.5073,51.2502,140.025,10472.135,5,0,train
3467,Germany,EUR,cool_moist,8.446079,50.221941,811,351,background,rural,0,0,0,0,1,43.4,0,0,0,0,0,0,23.7,26.2,4.8,0,0,0.24,0,4.30539,6.19,6525,8471,34613,13,22.76,63,34.6861,35.6551,33.6808,33.0281,25.5539,42.4178,53.0116,69.1749,64.8276,40.0612,57.0286,257.6766,17099.2589,13,0.8,train
3468,Germany,EUR,cool_moist,8.060998,50.383217,128,26,background,urban,0,0,0,0,0,50.1,0,0,0,0,0,0,27.6,5.9,15.2,0,0,5.063,0,2.46477,5.09,2570,3289,6514,55,36.22,56,19.6205,26.0456,13.0923,17.8686,4.316,30.3293,41.7066,58.9983,56.3078,31.3724,52.5957,183.3409,10276.4667,5.8,0.6,val
3469,Germany,EUR,cool_moist,8.684397,50.532965,172,18,background,rural,0,0,0,0,0,41.1,0,0,0,0,0,0,35.1,9.1,13.7,0,0,4.208,0,6.92041,4.62,4017,4017,6514,29,30.29,58,20.4901,27.5249,13.3958,18.7761,5.9047,31.0601,42.5111,59.5911,57.0737,32.527,53.3512,177.4684,11080.9726,6.2,0.4,train
3470,Germany,EUR,cool_moist,8.769324,50.804258,182,6,background,urban,0,0,0,0,0,49,0,0,0,0,0,0,28.8,6.1,14.9,0,0,2.648,0,4.00986,3.78,2694,2696,4010,50,29.37,58,19.9873,26.4066,13.4269,17.7048,5.1216,31.0171,42.4672,58.9579,56.1947,31.7421,52.061,156.9054,10808.5837,5.8,0.2,val
3471,Germany,EUR,cool_moist,9.001981,49.672507,209,15,background,urban,0,0,0,0,0,64.3,0,0,0,0,0,0,11.8,5,18.2,0,0,1.605,0,0.840976,4.07,2241,2248,7069,39,18.96,45,21.1622,28.3954,13.8197,19.5023,6.2793,31.7092,44.2935,62.135,59.9133,33.5927,54.131,173.1201,13240.9259,6.6,0.4,val
3472,Germany,EUR,cool_dry,8.451527,50.010325,90,0,background,urban,0,0,0,0,0,24.9,0,0,0,0,0,0,26,42.4,4.9,0,0,6.306,0,13.8943,7.72,7737,12451,34221,57,50.22,63,19.5463,25.9963,12.9442,17.3638,3.8044,30.2554,42.2469,61.4876,58.2206,31.3655,54.5874,207.4986,11719.2901,8.8,0.8,train
3473,Germany,EUR,cool_dry,8.516798,49.825165,87,2,background,rural,0,0,0,0,0,24.9,0,0,0,0,0,0,35,28.2,10.3,0,0,18.355,0,8.57416,7.05,7744,7764,20345,28,29.45,63,21.4415,28.1549,14.6182,19.8635,7.1361,31.864,43.5577,62.2616,59.551,33.3566,55.4425,208.7792,12837.996,8.4,1.4,train
3474,Germany,EUR,cool_moist,9.399441,50.16443,502,161,background,rural,0,0,0,0,0,66.5,0,0,0,0,0,0,8.9,3.8,19.7,0,0,1.192,0,0.668424,3.93,4023,4024,7796,5,5.49,56,31.1576,33.5769,28.6632,30.3628,21.9653,39.4031,49.5078,64.4869,61.1958,37.5412,54.6537,189.7019,14507.4258,8.6,0.2,train
3475,Germany,EUR,cool_moist,9.935862,50.497711,931,324,background,rural,0,0,0,0,1.4,43.9,0,0,0,0,0,0,18.8,2.4,32.9,0,0,2.512,0,1.03514,2.78,2187,2187,4006,10,8.56,59,37.2893,38.0935,36.414,35.8361,28.8637,45.0205,54.6204,67.5437,64.3551,42.1222,56.8678,182.9406,18588.1282,9.8,0,train
3476,Germany,EUR,cool_moist,8.500619,50.567185,152,0,traffic,urban,0,0,0,0,0,54.7,0,0,0,0,1,0,21.7,8.8,13.2,0,0,4.505,0,3.28521,4.65,3274,3276,6508,57,34.44,58,17.1673,22.3981,11.8409,15.1316,3.4708,27.4141,36.8685,51.3221,48.5793,27.3273,46.4862,103.1655,5242.5392,2,0,train
3477,Germany,EUR,cool_dry,8.244949,50.050343,121,27,background,urban,0,0,0,0,1.1,31.7,0,0,0,0,0,0,34.7,26,5.2,0,0,2.335,0,22.2111,7.08,24020,26130,30594,60,59.09,63,19.2726,24.968,13.5098,16.4815,4.3382,29.941,41.9272,59.9922,56.5469,30.1911,52.9003,181.6594,10506.9947,7,0.4,train
3478,Germany,EUR,cool_moist,9.774588,51.291757,610,320,background,rural,0,0,0,0,0,50.8,0,0,0,0,0,0,23.3,7.6,17,0,0,0.87,0,1.35638,3.68,1404,1841,23336,6,6.65,61,30.666,32.1831,29.0912,29.3442,21.8944,38.0303,47.8901,62.6067,58.5329,36.1602,51.1041,150.1756,11088.6099,5.4,0,train
3479,Germany,EUR,cool_moist,11.362965,53.302352,25,5,background,rural,0,9.2,0,0,0,27.1,0,0,0,0,1.2,0,22.2,1,39,0,0,4.992,0,0.938139,3.07,680,680,1813,6,3.17,41,25.6666,30.5081,20.328,25.1788,15.8402,34.3665,43.1775,56.6774,53.8371,34.5625,49.7878,124.0341,9535.892,4.6,0,val
3480,Germany,EUR,cool_moist,12.099553,54.09262,9,5,traffic,urban,18.7,0,0,0,0,9.1,0,0,0,0,0,0,48,2.5,19.5,0,0,4.432,0,0.932768,2.82,8787,9615,12274,61,51.39,62,17.8145,18.8328,16.7192,17.6341,9.6065,25.0537,31.2132,40.6123,38.5188,22.8144,36.9072,16.524,888.3066,0,0,val
3481,Germany,EUR,cool_moist,12.463929,53.396348,116,19,background,rural,6.6,9.1,0,0,0,21.6,0,0,0,0,0,0,39.6,1.1,20,0,0,4.244,0,0.91591,2.65,527,527,609,6,5.22,48,28.249,31.2762,24.631,27.4636,19.0152,36.4624,45.2072,57.831,54.4448,35.0587,50.989,114.5194,10362.3624,4.5,0,train
3482,Germany,EUR,cool_dry,14.257407,53.520456,17,16,background,rural,5.6,4.9,0,0,0,32.1,0,0,0,0,1.1,0,31.1,5.1,19.1,0,0,4.637,0,0.41491,2.8,622,876,17372,6,3.66,63,27.278,32.25,21.7461,27.0429,17.4115,36.4316,45.0142,56.7998,54.4365,36.0476,50.6478,98.3755,10983.6261,1.8,0,test
3483,Germany,EUR,cool_moist,13.26644,53.559784,15,8,traffic,urban,0,2.3,0,0,0,15.3,0,0,0,0,0,0,64.6,2.1,14.3,0,0,2.395,0,2.08111,2.5,8693,8693,8693,55,35.61,55,19.898,22.9556,16.569,19.0591,10.2115,28.09,36.5956,48.0019,45.5132,26.8844,43.2346,46.0056,3481.9992,0.2,0,test
3484,Germany,EUR,cool_moist,12.174105,54.161555,5,10,background,suburban,25,0,0,0,0,11.1,0,0,0,0,0,0,38.2,2.5,20.8,0,0,5.382,0,4.4668,2.92,5494,11699,12274,37,37.78,62,25.7927,29.8586,21.2458,25.9617,16.5632,34.6911,41.683,52.6887,49.7974,33.9214,47.6163,85.7409,6835.6929,1.6,0,val
